,fidelities
1160,0.60690410892302948387
1161,0.80724699274656352976
1162,0.80699640512466430664
1163,0.15783485958351237133
1164,1.0
1165,0.6166459753356612339
1166,0.7958387514532048179
1167,0.6980127826778964595
1168,0.8073698253706145245
1169,0.07207083893724379464
1170,0.005343055352568626404
1171,0.069925810537744048645
1172,0.9797928162364561988
1173,0.01374565421087402782
1174,0.80870604515075683594
1175,0.0041869282722473153205
1176,0.6265235261471362449
1177,0.9709408321288914845
1178,0.0061627579344186314905
1179,0.805991828441619762
1180,0.6101390062049636409
1181,0.80731546878814686163
1182,0.10774491544017845979
1183,0.26365863273912104603
1184,0.946622464390027063
1185,0.80954162862322565086
1186,0.07344261066759964762
1187,0.80678360338850041433
1188,0.61594959047476105507
1189,0.51350878418695611316
1190,0.008086343295872211456
1191,0.0066308057866990566254
1192,0.7790305137115631773
1193,0.9684792852056952617
1194,0.80647063255310069696
1195,0.022915970802874174178
1196,0.76666633453255095265
1197,0.97333218828725809324
1198,0.62321080284382268655
1199,1.0
1200,0.642307284286008362
1201,0.64339803481429758136
1202,0.0060789661096384926126
1203,0.9750050247994394015
1204,0.7365301963469967905
1205,0.005771635100245475769
1206,0.26753437705924715262
1207,0.80539224766986039494
1208,0.565864228163151628
1209,0.0062538208362465539866
1210,0.92100257729824808184
1211,0.62106003573580426114
1212,0.80935090107685581096
1213,0.008380007298816776959
1214,0.28720834232172753886
1215,0.0051571605727076530457
1216,0.9734157362400623903
1217,0.95151830264989190056
1218,0.62550566195472845354
1219,0.67524799471555529973
1220,0.0060467869863219878
1221,0.83533305292258719366
1222,1.0
1223,0.4367796239953015136
1224,0.014598958464590222617
1225,0.022371901116170118257
1226,0.8050323074469313278
1227,0.61979779846133409293
1228,0.0057478846363691648083
1229,0.0072118653915822514625
1230,0.97370647880156846465
1231,0.022834998978006459253
1232,0.63955917122527516927
1233,0.6174343066003605829
1234,0.6824932064366118212
1235,0.7114029801878265502
1236,0.63828258841781326804
1237,0.0053808400407433509827
1238,0.7750874588862541881
1239,0.00741417519748210907
1240,0.7130383891601219659
1241,0.80561486275653737543
1242,0.8061398796096406194
1243,0.0057580084539949902625
1244,0.023795656741431300135
1245,0.014788156497822143101
1246,0.0063548316247761258216
1247,0.0084464199960886110485
1248,0.7498953822822113091
1249,0.0043923268094658851624
1250,0.06582365628737717189
1251,0.26581658695134574577
1252,0.62076849769710251703
1253,0.63717819636125039295
1254,0.0052126798633348953374
1255,0.4636388086416491916
1256,0.0055502974428236475854
1257,0.0044664741611970398827
1258,0.0065115674344192490605
1259,0.013756640311531986506
1260,0.6523435841871542129
1261,0.7834504450550484611
1262,0.60383507993279039727
1263,0.006130980793386697769
1264,0.631857927679745468
1265,0.64124817562398450654
1266,0.0064714872278273114295
1267,0.6141056966068750844
1268,0.7835701844611282496
1269,0.28800387852047221182
1270,0.50591686690679849026
1271,0.46819167967612695946
1272,0.17096541541748550008
1273,0.12257053221944615162
1274,0.0065939058549702176185
1275,0.6185178154498076619
1276,0.96753429573175731004
1277,0.9666953099203186017
1278,0.0061785746365785598755
1279,0.9829925236448362469
1280,0.174676276421989074
1281,0.7658557534454397686
1282,0.8075892820506916925
1283,0.7400324988905822021
1284,0.93459908381423284496
1285,0.80657935357099108664
1286,0.07282050540219799084
1287,0.927416615722176374
1288,0.8065789937973023571
1289,0.5898942213612461405
1290,0.1995652924282693419
1291,0.62751575693804051426
1292,0.64689521527364701736
1293,0.0038099241952094949591
1294,0.7686077842829268647
1295,0.0769356571034009451
1296,0.004662606583543491001
1297,0.0053613691458744040796
1298,0.0055286712013185015588
1299,0.93958932544827600264
1300,0.0070036031262908473097
1301,0.9771977795501155528
1302,0.6281141477928638972
1303,0.77077043142245105223
1304,0.6234248310353951439
1305,0.0065478827431798281022
1306,0.76860622280431933895
1307,0.005156479310244321823
1308,0.006714133080095052719
1309,0.044368433097460191483
1310,0.9022432636748821677
1311,0.004345539491623639193
1312,0.010590368283187635845
1313,0.66440175096007803024
1314,0.0063495986841004417936
1315,0.0077561223879456511407
1316,0.8062306642532348633
1317,0.013322825565549357291
1318,0.98138374677228534804
1319,0.006447896922895678118
1320,0.7775179303909961481
1321,0.72298561287785212404
1322,0.96797076372982215897
1323,0.34145113795240927823
1324,0.9721939663485923422
1325,0.61770557948468451936
1326,0.51744028800526564726
1327,0.6206286888711374239
1328,0.00769573990026542476
1329,0.8078072667121887207
1330,0.565031873193312717
1331,0.056612029109456861453
1332,0.69833846087897666344
1333,0.44453503546975081662
1334,0.099220036408850298404
1335,0.7669655212832386937
1336,1.0
1337,0.0072618168778717526526
1338,0.0064942827448248854547
1339,0.62500072012346974404
1340,0.8054655880191364803
1341,0.9809704735637992945
1342,0.6273657801357795938
1343,0.007305527101669755108
1344,0.0089920549847734322635
1345,0.9814418740386454676
1346,0.0056943171657621860504
1347,0.0068901222513358369517
1348,0.0048708214557778694437
1349,0.013804506965153791331
1350,0.015809814248493876676
1351,1.0
1352,0.02055704209158213877
1353,0.0075102606788277617364
1354,0.07807487891568137828
1355,0.61093821039288442876
1356,0.00930230292789496413
1357,0.011586299271756824933
1358,0.11968686102269375515
1359,0.76600646212279188685
1360,0.7511526135360578893
1361,0.010032201276702372092
1362,0.7722311346989348957
1363,0.63412552449062242754
1364,0.80707579851150501593
1365,0.9770655625844824055
1366,0.8068720177254165016
1367,0.80731324967710604845
1368,0.9664830591883510902
1369,0.6202391921701895239
1370,0.9677334204915308824
1371,0.35069252501398240351
1372,0.009112716652452945709
1373,0.2672725382094796598
1374,0.97960396636820434857
1375,0.6392296119207230287
1376,0.0062675619484257897793
1377,0.638277258968913741
1378,0.35455960747431886082
1379,0.07856903621851557551
1380,0.53359271936198648945
1381,0.6120321124960571568
1382,0.0668779815767109459
1383,0.7391392057339549737
1384,0.0076819337205895196416
1385,0.008044275455176830292
1386,0.0049183205697177802274
1387,0.97647456128731136005
1388,0.61968398034069693825
1389,0.713900529768100367
1390,0.7859669790833907488
1391,0.6627193157242527999
1392,0.012907682548218257432
1393,0.004562655964899146356
1394,0.971274380992665165
1395,0.0068327187660392066718
1396,0.007851510745851541032
1397,0.6070618203262151402
1398,0.006732736827233428041
1399,0.6156692482629833041
