,epochs,num_fidelities_0,num_times_0,num_fidelities_1,num_times_1
41,410,0.30372723853861205434,987.7919766902924,0.31832322249299166428,986.9671416282654
42,420,0.36557688368661134248,1011.1845843791962,0.27939555053236742044,1010.0421423912048
43,430,0.34623986110953425266,1034.6730155944824,0.33829552362742126848,1033.530617237091
44,440,0.3408295375812867012,1058.0754640102386,0.27845419116600539367,1058.379091501236
45,450,0.34275733710294570278,1081.7073805332184,0.25676475493300982,1082.4422941207886
46,460,0.30211148902281587114,1106.599797964096,0.30442407147974781534,1105.6273472309113
47,470,0.29767312647970989303,1132.2479043006897,0.33977741294523494675,1129.0377326011658
48,480,0.31480635101333737103,1156.2381253242493,0.29328072026972307196,1152.3528082370758
49,490,0.34387150661105658767,1181.0389530658722,0.283541421059872345,1175.5934975147247
50,500,0.33174640403450661452,1206.3950328826904,0.2920529235644706012,1205.769372701645
51,510,0.39243320190105879242,1230.8531618118286,0.21815507003661341323,1231.0897977352142
52,520,0.31083897230237039766,1254.2686967849731,0.228695734875002471,1256.548063993454
53,530,0.329521043288651172,1277.8155200481415,0.17874556266234409296,1280.660579919815
54,540,0.3329283668673045371,1301.1743359565735,0.29642036549776745735,1304.0427284240723
55,550,0.40951815230396981793,1324.46915102005,0.30994263886057227264,1327.9789667129517
56,560,0.3139638867108265896,1347.8147065639496,0.23627631975850643675,1351.3721969127655
57,570,0.3306447999930761661,1371.2520809173584,0.27432888678491251788,1374.8280401229858
58,580,0.22054106112788474103,1397.1383521556854,0.30038412223847998916,1398.083853006363
59,590,0.2901944680989009817,1420.726615190506,0.32681755849634142042,1421.4671466350555
60,600,0.32444975515488150286,1444.229382276535,0.34075814855463970598,1444.597063779831
61,610,0.281892438054099026,1467.6781175136566,0.31446941246155940552,1467.9825019836426
62,620,0.28776046900190943578,1491.3093240261078,0.28725175489174786803,1491.1333413124084
63,630,0.2834560567097987871,1514.7023384571075,0.30010810653141178905,1514.8006687164307
64,640,0.28874611599750898971,1537.99569439888,0.32983392311092485372,1538.0605463981628
65,650,0.33908733738589019735,1561.42054104805,0.34064084813046691114,1561.304428577423
66,660,0.35475998773499189953,1585.0463025569916,0.31556542268715631616,1584.663339138031
67,670,0.35543197873598342262,1608.5315146446228,0.40841936519001525996,1608.8724358081818
68,680,0.372042282653667844,1632.0128948688507,0.27942075219764456184,1634.0504219532013
69,690,0.31516301340391555952,1655.559463262558,0.35110560473330976183,1657.9203011989594
70,700,0.2738854487994908382,1679.5359725952148,0.28802766461209544646,1681.1198139190674
71,710,0.3366627392996368595,1706.2534229755402,0.28100597257322629252,1704.175624370575
72,720,0.32844859882128868422,1730.0737709999084,0.31236631074150178478,1727.32079744339
73,730,0.26408275188494928498,1753.73335647583,0.30030530237618491274,1750.5578627586365
74,740,0.2795018805464707934,1777.2936353683472,0.31128828510316880473,1773.7526562213898
75,750,0.28265643870821038908,1801.2732329368591,0.28360720168173292333,1796.7792239189148
76,760,0.30400277038345302483,1825.9753708839417,0.34551869740699864275,1819.9311184883118
77,770,0.34180696985785596898,1851.192194700241,0.37571279898688614285,1842.9592118263245
78,780,0.405580432564061788,1876.105787038803,0.27428389082520721054,1866.0167548656464
79,790,0.30843149570910305401,1900.706861257553,0.29190956690481684177,1889.56041264534
80,800,0.38240535441446782405,1924.491715669632,0.3908186261414312579,1919.8434040546417
81,810,0.30196822301809361777,1947.9228417873383,0.3016155516165714423,1943.7390396595001
82,820,0.3030244664429747048,1971.4374995231628,0.31970150955621906563,1967.3844792842865
83,830,0.31123852963156273255,1994.9939374923706,0.36251801886386775253,1990.9284219741821
84,840,0.30581264100013266782,2018.471453666687,0.25996153127698246044,2014.403898715973
85,850,0.2666797044806725192,2042.1230278015137,0.29290249500341647426,2037.721671819687
86,860,0.3521039642668566394,2069.431765317917,0.28609446308112002066,2060.798339366913
87,870,0.35674447025621691676,2093.3571202754974,0.32935529222901049895,2083.9853603839874
88,880,0.29023130287446446962,2117.2557809352875,0.29105203920303601706,2107.247107028961
89,890,0.35932651429791817588,2140.8699011802673,0.33362458669229833053,2131.622433900833
90,900,0.3753764904349070619,2164.436192035675,0.37104193075083452547,2156.1195108890533
91,910,0.29761978468341226955,2188.046129465103,0.38986418864665411954,2179.281371831894
92,920,0.31740610105396593887,2211.574206352234,0.34090895153645806026,2202.4820601940155
93,930,0.31728450803296109894,2234.9989545345306,0.30774690122089731759,2225.629713535309
94,940,0.29003882091205368532,2258.489649295807,0.3252256240027411316,2248.73601937294
95,950,0.36770279724087295836,2282.2391192913055,0.3268972517865892935,2271.8895123004913
96,960,0.355637796783138449,2306.0152292251587,0.39257456199007106923,2295.106748342514
97,970,0.30783681191884804118,2329.7728745937347,0.29901860906915728178,2318.1136469841003
98,980,0.408447230288215557,2353.5764157772064,0.34819741102906132113,2341.226711988449
99,990,0.255299314682321421,2377.143001794815,0.41970104186028472926,2364.3765630722046
100,1000,0.328305312456934284,2400.6671962738037,0.28205561956450431182,2387.61940741539
